roi,Amylax_triacantha,Aphanizomenon_flosaquae,Aphanothece_paralleliformis,Beads,Centrales_sp,Ceratoneis_closterium,Chaetoceros_sp,Chaetoceros_sp_single,Chlorococcales,Chroococcales,Chroococcus_small,Ciliata,Cryptomonadales,Cryptophyceae-Teleaulax,Cyclotella_choctawhatcheeana,Cymbomonas_tetramitiformis,Dinophyceae,Dinophysis_acuminata,Dolichospermum-Anabaenopsis,Dolichospermum-Anabaenopsis-coiled,Euglenophyceae,Eutreptiella_sp,Gonyaulax_verior,Gymnodiniales,Gymnodinium_like,Heterocapsa_rotundata,Heterocapsa_triquetra,Heterocyte,Katablepharis_remigera,Licmophora_sp,Melosira_arctica,Merismopedia_sp,Mesodinium_rubrum,Monoraphidium_contortum,Nitzschia_paleacea,Nodularia_spumigena,Oocystis_sp,Oscillatoriales,Pauliella_taeniata,Pennales_sp_thick,Pennales_sp_thin,Peridiniella_catenata_chain,Peridiniella_catenata_single,Prorocentrum_cordatum,Pseudopedinella_sp,Pyramimonas_sp,Skeletonema_marinoi,Snowella-Woronichinia,Thalassiosira_levanderi,Uroglenopsis_sp
162,0.00228,0.02354,0.02860,0.00387,0.00606,0.00417,0.03119,0.02200,0.02411,0.04272,0.16564,0.00185,0.01035,0.04618,0.00821,0.00319,0.00363,0.00040,0.00491,0.00245,0.00610,0.00851,0.01107,0.00085,0.00448,0.02237,0.02950,0.00203,0.00038,0.00248,0.00012,0.01832,0.00284,0.01791,0.00827,0.00283,0.00951,0.03282,0.00101,0.00454,0.00436,0.01303,0.02365,0.01373,0.02375,0.03851,0.01193,0.05296,0.11152,0.08526
163,0.00016,0.01043,0.00100,0.00051,0.00300,0.00753,0.01367,0.00010,0.00166,0.00073,0.00007,0.00113,0.09840,0.56459,0.00168,0.00177,0.00071,0.00003,0.00721,0.00297,0.00334,0.05907,0.00008,0.00915,0.00035,0.02573,0.00105,0.02118,0.00398,0.00243,0.00027,0.00007,0.00148,0.00111,0.00083,0.00105,0.06776,0.00062,0.00004,0.02972,0.00291,0.00041,0.00182,0.00696,0.00125,0.00086,0.00387,0.00179,0.03308,0.00039
164,0.00002,0.00073,0.00007,0.00011,0.00004,0.00473,0.00180,0.00006,0.00002,0.00015,0.00001,0.00018,0.11026,0.74705,0.00006,0.00050,0.00003,0.00000,0.00018,0.00003,0.00317,0.09984,0.00000,0.00076,0.00001,0.00986,0.00004,0.00472,0.00100,0.00038,0.00001,0.00001,0.00013,0.00035,0.00002,0.00002,0.00102,0.00009,0.00000,0.00643,0.00059,0.00004,0.00019,0.00021,0.00066,0.00167,0.00020,0.00012,0.00232,0.00011
165,0.00002,0.00054,0.00005,0.05045,0.00000,0.00069,0.00001,0.00000,0.00001,0.00265,0.00008,0.00001,0.00626,0.10058,0.00077,0.00001,0.00000,0.00000,0.00005,0.00000,0.00000,0.00026,0.00000,0.00000,0.00000,0.00280,0.00000,0.04466,0.00001,0.00000,0.00000,0.00052,0.00000,0.00749,0.00000,0.00001,0.00000,0.00097,0.00000,0.00089,0.00036,0.00000,0.00000,0.00000,0.00178,0.75711,0.00020,0.00002,0.00023,0.02049
166,0.00034,0.00645,0.00122,0.00072,0.00030,0.01942,0.00156,0.00002,0.00019,0.00076,0.00005,0.00041,0.03360,0.88190,0.00015,0.00032,0.00002,0.00000,0.00047,0.00020,0.00372,0.01175,0.00002,0.00078,0.00003,0.00561,0.00005,0.00319,0.00032,0.00115,0.00001,0.00004,0.00006,0.00117,0.00034,0.00013,0.00260,0.00075,0.00001,0.00811,0.00381,0.00014,0.00033,0.00104,0.00045,0.00123,0.00084,0.00037,0.00370,0.00015
167,0.00000,0.00003,0.00001,0.00008,0.00000,0.00529,0.00002,0.00000,0.00001,0.00007,0.00000,0.00001,0.04930,0.93372,0.00001,0.00002,0.00000,0.00000,0.00000,0.00000,0.00015,0.00618,0.00000,0.00008,0.00000,0.00096,0.00000,0.00057,0.00017,0.00001,0.00000,0.00000,0.00000,0.00013,0.00000,0.00000,0.00015,0.00002,0.00000,0.00023,0.00014,0.00000,0.00000,0.00003,0.00003,0.00246,0.00002,0.00002,0.00005,0.00001
168,0.00013,0.00002,0.00005,0.00324,0.00000,0.00791,0.00002,0.00002,0.00021,0.00332,0.00012,0.00004,0.05537,0.59167,0.00012,0.00025,0.00000,0.00000,0.00000,0.00000,0.00011,0.00320,0.00000,0.00002,0.00001,0.01138,0.00000,0.00159,0.00021,0.00003,0.00000,0.00036,0.00000,0.00646,0.00003,0.00000,0.00015,0.00030,0.00000,0.00034,0.00058,0.00000,0.00000,0.00004,0.04702,0.25953,0.00024,0.00018,0.00057,0.00514
169,0.00001,0.00002,0.00001,0.00008,0.00000,0.00077,0.00001,0.00000,0.00001,0.00044,0.00000,0.00001,0.03293,0.94587,0.00001,0.00002,0.00000,0.00000,0.00000,0.00000,0.00006,0.00116,0.00000,0.00001,0.00000,0.00034,0.00000,0.00140,0.00005,0.00000,0.00000,0.00002,0.00000,0.00420,0.00000,0.00000,0.00002,0.00006,0.00000,0.00005,0.00003,0.00000,0.00000,0.00003,0.00052,0.01164,0.00002,0.00002,0.00006,0.00012
170,0.00044,0.00128,0.00129,0.00042,0.00006,0.01680,0.00093,0.00009,0.00048,0.00164,0.00026,0.00040,0.03925,0.88567,0.00015,0.00025,0.00002,0.00000,0.00015,0.00006,0.00640,0.00708,0.00005,0.00036,0.00002,0.00482,0.00006,0.00311,0.00076,0.00181,0.00000,0.00024,0.00003,0.00331,0.00042,0.00005,0.00191,0.00095,0.00001,0.00527,0.00388,0.00004,0.00014,0.00104,0.00216,0.00262,0.00072,0.00058,0.00211,0.00041
171,0.00007,0.00018,0.00012,0.00153,0.00001,0.01040,0.00017,0.00002,0.00051,0.00485,0.00014,0.00012,0.18394,0.56691,0.00055,0.00064,0.00002,0.00000,0.00004,0.00000,0.00040,0.00706,0.00000,0.00008,0.00002,0.00681,0.00000,0.01988,0.00127,0.00008,0.00000,0.00044,0.00000,0.01145,0.00010,0.00000,0.00084,0.00083,0.00000,0.00108,0.00090,0.00000,0.00000,0.00064,0.01677,0.15389,0.00228,0.00029,0.00162,0.00303
172,0.00001,0.00033,0.00002,0.00011,0.00000,0.00089,0.00001,0.00000,0.00000,0.00015,0.00000,0.00001,0.00982,0.97952,0.00002,0.00001,0.00000,0.00000,0.00002,0.00000,0.00003,0.00043,0.00000,0.00000,0.00000,0.00027,0.00000,0.00424,0.00001,0.00000,0.00000,0.00001,0.00000,0.00104,0.00000,0.00000,0.00003,0.00014,0.00000,0.00032,0.00011,0.00000,0.00000,0.00002,0.00002,0.00230,0.00002,0.00001,0.00004,0.00005
173,0.00007,0.00003,0.00006,0.00065,0.00000,0.00252,0.00002,0.00000,0.00032,0.00230,0.00005,0.00004,0.06123,0.87043,0.00021,0.00013,0.00000,0.00000,0.00003,0.00000,0.00006,0.00176,0.00000,0.00011,0.00001,0.00443,0.00000,0.00283,0.00019,0.00001,0.00000,0.00032,0.00000,0.00680,0.00001,0.00000,0.00031,0.00024,0.00000,0.00011,0.00014,0.00000,0.00000,0.00006,0.00352,0.03931,0.00009,0.00032,0.00029,0.00101
174,0.00000,0.00319,0.00026,0.00365,0.00011,0.00190,0.00439,0.00093,0.00708,0.00456,0.00110,0.00002,0.00097,0.00065,0.00202,0.00001,0.00037,0.00008,0.01416,0.00122,0.00023,0.00045,0.00008,0.00010,0.00011,0.00142,0.00008,0.00325,0.00008,0.00003,0.00012,0.00178,0.00000,0.00034,0.00826,0.00015,0.00280,0.00062,0.00003,0.00185,0.00242,0.00003,0.00028,0.00015,0.00191,0.00022,0.90308,0.00124,0.00322,0.01901
175,0.00117,0.01141,0.00453,0.00085,0.00082,0.03363,0.00386,0.00057,0.00016,0.00104,0.00011,0.00183,0.04011,0.49099,0.00009,0.00064,0.00003,0.00018,0.00081,0.00058,0.01994,0.01670,0.00023,0.00106,0.00002,0.00683,0.00012,0.01114,0.00075,0.03315,0.00002,0.00013,0.00014,0.00111,0.00254,0.00065,0.00415,0.00098,0.00010,0.24670,0.05108,0.00064,0.00229,0.00117,0.00054,0.00066,0.00147,0.00036,0.00144,0.00045
176,0.00043,0.01279,0.00212,0.00099,0.00111,0.05392,0.00664,0.00051,0.00015,0.00109,0.00010,0.00203,0.06367,0.52880,0.00014,0.00082,0.00006,0.00026,0.00109,0.00051,0.03273,0.05093,0.00013,0.00153,0.00003,0.00563,0.00018,0.01279,0.00207,0.02232,0.00010,0.00011,0.00031,0.00126,0.00149,0.00060,0.00512,0.00115,0.00012,0.13767,0.03350,0.00036,0.00156,0.00263,0.00057,0.00133,0.00329,0.00040,0.00232,0.00054
177,0.00019,0.00006,0.00013,0.00006,0.00000,0.00640,0.00003,0.00000,0.00004,0.00072,0.00002,0.00011,0.04088,0.93823,0.00001,0.00011,0.00000,0.00000,0.00001,0.00000,0.00171,0.00277,0.00000,0.00005,0.00000,0.00068,0.00000,0.00063,0.00026,0.00021,0.00000,0.00003,0.00000,0.00211,0.00001,0.00000,0.00028,0.00016,0.00000,0.00036,0.00044,0.00000,0.00001,0.00023,0.00071,0.00202,0.00003,0.00013,0.00010,0.00005
178,0.00003,0.00036,0.00007,0.00035,0.00000,0.00098,0.00003,0.00000,0.00002,0.00033,0.00001,0.00004,0.00859,0.97291,0.00005,0.00001,0.00000,0.00000,0.00007,0.00000,0.00006,0.00031,0.00000,0.00000,0.00000,0.00032,0.00000,0.00422,0.00002,0.00000,0.00000,0.00003,0.00000,0.00542,0.00000,0.00000,0.00006,0.00032,0.00000,0.00033,0.00016,0.00000,0.00000,0.00002,0.00012,0.00420,0.00006,0.00003,0.00005,0.00039
179,0.00801,0.00104,0.00393,0.00042,0.02904,0.00034,0.00299,0.00256,0.00261,0.02248,0.01060,0.19812,0.00702,0.00673,0.00079,0.02742,0.20590,0.00089,0.00098,0.00090,0.00019,0.00194,0.00312,0.00028,0.16587,0.00097,0.00969,0.00117,0.00317,0.00033,0.00017,0.00267,0.05735,0.04747,0.00022,0.00067,0.00701,0.00569,0.00093,0.00033,0.00028,0.00051,0.00714,0.05134,0.03940,0.00974,0.00089,0.02312,0.00799,0.01755
180,0.00004,0.00025,0.00006,0.17306,0.00000,0.00156,0.00000,0.00000,0.00002,0.00692,0.00027,0.00002,0.00185,0.05459,0.00044,0.00000,0.00000,0.00000,0.00002,0.00000,0.00000,0.00007,0.00000,0.00000,0.00000,0.00063,0.00000,0.00770,0.00001,0.00000,0.00000,0.00210,0.00000,0.01483,0.00001,0.00000,0.00001,0.00213,0.00000,0.00053,0.00123,0.00000,0.00000,0.00000,0.00196,0.67262,0.00021,0.00004,0.00005,0.05678
181,0.00009,0.00036,0.00015,0.05475,0.00000,0.00848,0.00001,0.00000,0.00005,0.00609,0.00009,0.00006,0.02099,0.72833,0.00029,0.00001,0.00000,0.00000,0.00004,0.00000,0.00003,0.00066,0.00000,0.00001,0.00000,0.00212,0.00000,0.02307,0.00015,0.00001,0.00000,0.00056,0.00000,0.01119,0.00003,0.00000,0.00003,0.00062,0.00000,0.00069,0.00106,0.00000,0.00000,0.00002,0.00154,0.13482,0.00038,0.00008,0.00021,0.00294
182,0.00001,0.00187,0.00007,0.00623,0.00000,0.00262,0.00002,0.00000,0.00003,0.00238,0.00003,0.00001,0.03739,0.71693,0.00034,0.00002,0.00000,0.00000,0.00045,0.00000,0.00002,0.00125,0.00000,0.00002,0.00000,0.00758,0.00000,0.12773,0.00002,0.00000,0.00000,0.00022,0.00000,0.00501,0.00001,0.00001,0.00004,0.00105,0.00000,0.00217,0.00099,0.00000,0.00000,0.00001,0.00024,0.07930,0.00034,0.00005,0.00012,0.00541
183,0.00002,0.00004,0.00002,0.00039,0.00000,0.00408,0.00001,0.00000,0.00010,0.00414,0.00005,0.00001,0.16923,0.66716,0.00010,0.00017,0.00000,0.00000,0.00002,0.00000,0.00010,0.00393,0.00000,0.00004,0.00000,0.00676,0.00000,0.00826,0.00015,0.00000,0.00000,0.00025,0.00000,0.00623,0.00000,0.00000,0.00015,0.00048,0.00000,0.00014,0.00027,0.00000,0.00000,0.00008,0.00455,0.12089,0.00014,0.00019,0.00011,0.00173
184,0.00001,0.00029,0.00003,0.00032,0.00000,0.00090,0.00005,0.00000,0.00002,0.00016,0.00000,0.00001,0.01471,0.97119,0.00010,0.00001,0.00000,0.00000,0.00007,0.00000,0.00003,0.00118,0.00000,0.00002,0.00000,0.00200,0.00000,0.00432,0.00003,0.00000,0.00000,0.00002,0.00000,0.00074,0.00000,0.00000,0.00005,0.00006,0.00000,0.00032,0.00005,0.00000,0.00000,0.00001,0.00016,0.00242,0.00005,0.00002,0.00055,0.00007
185,0.00005,0.00038,0.00012,0.00439,0.00000,0.00563,0.00003,0.00000,0.00011,0.00485,0.00007,0.00006,0.07781,0.72342,0.00033,0.00005,0.00000,0.00000,0.00015,0.00000,0.00010,0.00133,0.00000,0.00006,0.00000,0.00258,0.00000,0.04853,0.00026,0.00001,0.00000,0.00070,0.00000,0.01877,0.00002,0.00000,0.00007,0.00106,0.00000,0.00042,0.00060,0.00000,0.00000,0.00006,0.00089,0.10492,0.00038,0.00013,0.00010,0.00156
186,0.00366,0.00149,0.00210,0.01870,0.00021,0.00132,0.00683,0.00929,0.00884,0.01217,0.00574,0.00623,0.03220,0.01000,0.03809,0.00881,0.00722,0.00011,0.00622,0.00098,0.00016,0.00298,0.00008,0.00103,0.03177,0.03566,0.00015,0.04334,0.00349,0.00009,0.00022,0.02009,0.00087,0.02139,0.00061,0.00062,0.00189,0.00412,0.00108,0.00302,0.00121,0.00195,0.00072,0.00017,0.48187,0.07724,0.00596,0.00857,0.01474,0.05470
187,0.00000,0.00009,0.00001,0.00019,0.00000,0.00307,0.00000,0.00000,0.00000,0.00019,0.00000,0.00000,0.01337,0.97325,0.00000,0.00000,0.00000,0.00000,0.00001,0.00000,0.00010,0.00069,0.00000,0.00000,0.00000,0.00024,0.00000,0.00197,0.00001,0.00000,0.00000,0.00001,0.00000,0.00130,0.00000,0.00000,0.00001,0.00010,0.00000,0.00027,0.00033,0.00000,0.00000,0.00001,0.00003,0.00459,0.00003,0.00000,0.00001,0.00012
188,0.00067,0.00456,0.00271,0.00097,0.00064,0.01774,0.00249,0.00007,0.00025,0.00103,0.00010,0.00092,0.03269,0.84966,0.00012,0.00081,0.00007,0.00001,0.00058,0.00065,0.00719,0.02206,0.00008,0.00324,0.00005,0.01126,0.00043,0.00247,0.00068,0.00534,0.00003,0.00011,0.00028,0.00135,0.00093,0.00018,0.00176,0.00049,0.00002,0.01022,0.00313,0.00040,0.00113,0.00144,0.00057,0.00118,0.00056,0.00060,0.00597,0.00014
189,0.00008,0.00120,0.00012,0.07970,0.00000,0.00085,0.00000,0.00002,0.00007,0.03112,0.00314,0.00003,0.00213,0.01443,0.00207,0.00001,0.00000,0.00000,0.00022,0.00000,0.00000,0.00009,0.00000,0.00000,0.00002,0.00152,0.00000,0.02280,0.00001,0.00000,0.00000,0.01787,0.00000,0.02566,0.00001,0.00003,0.00001,0.01127,0.00000,0.00033,0.00097,0.00001,0.00000,0.00002,0.00297,0.68191,0.00031,0.00030,0.00010,0.09859
190,0.00002,0.00012,0.00003,0.17878,0.00000,0.00022,0.00000,0.00001,0.00017,0.00588,0.00056,0.00000,0.00190,0.00626,0.00329,0.00001,0.00000,0.00000,0.00011,0.00000,0.00000,0.00008,0.00000,0.00001,0.00003,0.01006,0.00000,0.01028,0.00001,0.00000,0.00000,0.00568,0.00000,0.00583,0.00001,0.00001,0.00000,0.00067,0.00000,0.00008,0.00011,0.00001,0.00000,0.00000,0.01065,0.71581,0.00027,0.00014,0.00037,0.04251
191,0.00025,0.01437,0.00335,0.00055,0.00023,0.03752,0.00456,0.00006,0.00027,0.00098,0.00008,0.00020,0.02619,0.83205,0.00009,0.00012,0.00003,0.00001,0.00252,0.00101,0.01916,0.01099,0.00005,0.00335,0.00001,0.00659,0.00009,0.00296,0.00020,0.00152,0.00002,0.00008,0.00003,0.00130,0.00154,0.00017,0.00188,0.00090,0.00001,0.00989,0.00751,0.00022,0.00071,0.00063,0.00022,0.00031,0.00208,0.00043,0.00255,0.00016
192,0.00008,0.00001,0.00007,0.00000,0.00000,0.00021,0.00003,0.00000,0.00016,0.00027,0.00001,0.00004,0.01409,0.97605,0.00001,0.00019,0.00000,0.00000,0.00001,0.00000,0.00027,0.00037,0.00000,0.00002,0.00000,0.00014,0.00000,0.00007,0.00001,0.00001,0.00000,0.00003,0.00000,0.00611,0.00000,0.00000,0.00042,0.00005,0.00000,0.00003,0.00002,0.00000,0.00000,0.00011,0.00045,0.00032,0.00001,0.00019,0.00005,0.00006
193,0.00023,0.00001,0.00008,0.00155,0.00000,0.00394,0.00002,0.00001,0.00040,0.00423,0.00020,0.00026,0.04556,0.62349,0.00015,0.00022,0.00000,0.00000,0.00000,0.00000,0.00008,0.00113,0.00000,0.00002,0.00001,0.00120,0.00000,0.00150,0.00065,0.00002,0.00000,0.00120,0.00000,0.02594,0.00002,0.00000,0.00026,0.00037,0.00000,0.00017,0.00034,0.00000,0.00000,0.00010,0.02703,0.25059,0.00014,0.00024,0.00019,0.00843
194,0.00012,0.00043,0.00051,0.00018,0.00008,0.01685,0.00073,0.00001,0.00019,0.00072,0.00004,0.00023,0.08814,0.83592,0.00006,0.00039,0.00004,0.00000,0.00006,0.00008,0.00453,0.02513,0.00003,0.00176,0.00001,0.00720,0.00019,0.00142,0.00132,0.00078,0.00001,0.00003,0.00003,0.00048,0.00025,0.00001,0.00222,0.00013,0.00000,0.00206,0.00095,0.00004,0.00011,0.00084,0.00084,0.00125,0.00037,0.00044,0.00277,0.00004
195,0.00002,0.00016,0.00009,0.00035,0.00000,0.00605,0.00002,0.00000,0.00007,0.00272,0.00003,0.00002,0.05262,0.91945,0.00005,0.00001,0.00000,0.00000,0.00007,0.00000,0.00021,0.00122,0.00000,0.00006,0.00000,0.00080,0.00000,0.00447,0.00007,0.00000,0.00000,0.00010,0.00000,0.00369,0.00001,0.00000,0.00017,0.00025,0.00000,0.00016,0.00033,0.00000,0.00000,0.00006,0.00034,0.00544,0.00024,0.00017,0.00006,0.00040
196,0.00009,0.00017,0.00018,0.00078,0.00003,0.00413,0.00074,0.00001,0.00074,0.00046,0.00003,0.00036,0.09630,0.82080,0.00072,0.00032,0.00015,0.00000,0.00013,0.00006,0.00033,0.01783,0.00001,0.00288,0.00008,0.01622,0.00011,0.00205,0.00662,0.00006,0.00001,0.00004,0.00009,0.00119,0.00011,0.00001,0.00437,0.00010,0.00000,0.00041,0.00014,0.00003,0.00004,0.00028,0.00446,0.00415,0.00025,0.00079,0.01111,0.00006
197,0.00128,0.00303,0.00139,0.56541,0.00001,0.00773,0.00021,0.00022,0.00416,0.01900,0.00616,0.00054,0.00649,0.02056,0.02543,0.00006,0.00005,0.00008,0.00622,0.00024,0.00006,0.00047,0.00000,0.00051,0.00024,0.01492,0.00000,0.03170,0.00081,0.00004,0.00003,0.07772,0.00004,0.01293,0.00108,0.00067,0.00042,0.00609,0.00010,0.00382,0.00770,0.00040,0.00002,0.00003,0.01340,0.09478,0.00422,0.00333,0.00100,0.05520
198,0.00053,0.00255,0.00132,0.00403,0.00054,0.00487,0.01212,0.00089,0.01209,0.01002,0.00120,0.00245,0.24078,0.09392,0.03332,0.00704,0.00782,0.00004,0.00473,0.00092,0.00067,0.02783,0.00014,0.00346,0.01023,0.06020,0.00074,0.09574,0.01798,0.00011,0.00024,0.00118,0.00030,0.00694,0.00080,0.00046,0.04248,0.00291,0.00044,0.00497,0.00165,0.00054,0.00058,0.00236,0.13452,0.04950,0.02134,0.00925,0.04989,0.01136
199,0.00546,0.00126,0.01418,0.00181,0.00025,0.00187,0.03036,0.02283,0.00312,0.01573,0.02113,0.01104,0.01939,0.20191,0.00104,0.00928,0.00016,0.00005,0.00057,0.00011,0.00220,0.00412,0.00010,0.00007,0.00044,0.00722,0.00006,0.00271,0.00016,0.00304,0.00000,0.03016,0.00067,0.06354,0.00099,0.00008,0.00102,0.00563,0.00012,0.02439,0.00380,0.00138,0.00229,0.00042,0.11099,0.06928,0.00132,0.00631,0.00811,0.28786
200,0.00002,0.00377,0.00032,0.00012,0.00195,0.00382,0.01610,0.00015,0.00024,0.00014,0.00001,0.00073,0.13550,0.47018,0.00015,0.00202,0.00046,0.00010,0.00519,0.00309,0.00707,0.18172,0.00004,0.03985,0.00006,0.01680,0.00330,0.01793,0.00832,0.00715,0.00019,0.00002,0.00163,0.00066,0.00085,0.00043,0.01479,0.00013,0.00001,0.02680,0.00118,0.00009,0.00156,0.00925,0.00012,0.00040,0.00157,0.00028,0.01369,0.00008
201,0.00001,0.00021,0.00005,0.00031,0.00000,0.00542,0.00003,0.00000,0.00001,0.00036,0.00001,0.00001,0.01628,0.96839,0.00004,0.00000,0.00000,0.00000,0.00001,0.00000,0.00009,0.00073,0.00000,0.00000,0.00000,0.00040,0.00000,0.00202,0.00001,0.00000,0.00000,0.00001,0.00000,0.00058,0.00000,0.00000,0.00004,0.00010,0.00000,0.00050,0.00033,0.00000,0.00000,0.00001,0.00025,0.00344,0.00010,0.00002,0.00013,0.00009
202,0.00010,0.00043,0.00012,0.00026,0.00003,0.00184,0.00226,0.00002,0.00017,0.00008,0.00001,0.00053,0.03102,0.89856,0.00009,0.00116,0.00004,0.00000,0.00025,0.00006,0.00189,0.03455,0.00000,0.00203,0.00004,0.01015,0.00015,0.00066,0.00147,0.00038,0.00001,0.00001,0.00031,0.00124,0.00007,0.00002,0.00204,0.00012,0.00000,0.00072,0.00014,0.00006,0.00039,0.00038,0.00037,0.00236,0.00010,0.00023,0.00302,0.00007
203,0.00001,0.00005,0.00004,0.00013,0.00000,0.00072,0.00001,0.00000,0.00007,0.00101,0.00002,0.00001,0.02823,0.92707,0.00004,0.00004,0.00000,0.00000,0.00002,0.00000,0.00005,0.00049,0.00000,0.00002,0.00000,0.00066,0.00000,0.00329,0.00003,0.00000,0.00000,0.00012,0.00000,0.01393,0.00000,0.00000,0.00007,0.00033,0.00000,0.00007,0.00008,0.00000,0.00000,0.00009,0.00022,0.02245,0.00003,0.00005,0.00004,0.00050
204,0.00012,0.00086,0.00058,0.00006,0.00004,0.00619,0.00284,0.00002,0.00015,0.00018,0.00001,0.00045,0.02578,0.92559,0.00001,0.00028,0.00001,0.00000,0.00061,0.00011,0.01278,0.00569,0.00000,0.00059,0.00000,0.00067,0.00000,0.00112,0.00020,0.00091,0.00000,0.00002,0.00001,0.00307,0.00023,0.00001,0.00247,0.00016,0.00000,0.00451,0.00165,0.00001,0.00016,0.00044,0.00012,0.00016,0.00061,0.00012,0.00021,0.00019
205,0.00001,0.00016,0.00003,0.00081,0.00000,0.00691,0.00004,0.00000,0.00001,0.00033,0.00000,0.00003,0.04164,0.92239,0.00003,0.00002,0.00000,0.00000,0.00001,0.00000,0.00010,0.00523,0.00000,0.00002,0.00000,0.00169,0.00000,0.00660,0.00029,0.00003,0.00000,0.00001,0.00000,0.00038,0.00001,0.00000,0.00008,0.00006,0.00000,0.00080,0.00030,0.00000,0.00000,0.00005,0.00020,0.01107,0.00017,0.00002,0.00040,0.00009
206,0.00002,0.00002,0.00002,0.00123,0.00000,0.00093,0.00000,0.00000,0.00001,0.00150,0.00001,0.00001,0.02662,0.69043,0.00003,0.00004,0.00000,0.00000,0.00000,0.00000,0.00001,0.00045,0.00000,0.00000,0.00000,0.00151,0.00000,0.00336,0.00002,0.00000,0.00000,0.00015,0.00000,0.00979,0.00000,0.00000,0.00001,0.00023,0.00000,0.00012,0.00012,0.00000,0.00000,0.00001,0.00079,0.26065,0.00001,0.00003,0.00002,0.00185
207,0.00087,0.00222,0.00185,0.00024,0.00022,0.01532,0.00116,0.00001,0.00066,0.00077,0.00005,0.00029,0.03003,0.89864,0.00011,0.00021,0.00002,0.00000,0.00076,0.00064,0.00647,0.00553,0.00005,0.00210,0.00001,0.00490,0.00004,0.00147,0.00020,0.00143,0.00001,0.00008,0.00006,0.00066,0.00042,0.00007,0.00641,0.00022,0.00001,0.00741,0.00319,0.00021,0.00054,0.00037,0.00051,0.00011,0.00043,0.00119,0.00179,0.00007
208,0.00028,0.00214,0.00035,0.01741,0.00144,0.00165,0.00734,0.00599,0.02071,0.00253,0.00203,0.00054,0.01130,0.01565,0.02559,0.00378,0.03854,0.00012,0.00700,0.00184,0.00026,0.02542,0.00071,0.00453,0.03071,0.21210,0.02738,0.00238,0.00350,0.00015,0.00200,0.00108,0.00904,0.00319,0.00183,0.00112,0.01660,0.00174,0.00006,0.00069,0.00039,0.00490,0.01050,0.00134,0.09465,0.03212,0.01429,0.01363,0.30161,0.01581
209,0.00039,0.00626,0.00183,0.00194,0.00019,0.00084,0.00037,0.00115,0.01102,0.05333,0.08151,0.00029,0.00050,0.00093,0.00265,0.00004,0.00027,0.00068,0.00980,0.00029,0.00018,0.00010,0.00038,0.00002,0.00072,0.00050,0.00001,0.00299,0.00005,0.00008,0.00001,0.05566,0.00008,0.00867,0.00077,0.00056,0.00778,0.04483,0.00029,0.00407,0.01839,0.00008,0.00023,0.00138,0.00267,0.00214,0.01285,0.01165,0.00021,0.64837
210,0.00001,0.00114,0.00005,0.00863,0.00000,0.00820,0.00001,0.00000,0.00001,0.00134,0.00001,0.00001,0.02397,0.88901,0.00021,0.00000,0.00000,0.00000,0.00005,0.00000,0.00003,0.00071,0.00000,0.00001,0.00000,0.00278,0.00000,0.02223,0.00003,0.00000,0.00000,0.00007,0.00000,0.00215,0.00001,0.00001,0.00002,0.00051,0.00000,0.00081,0.00074,0.00000,0.00000,0.00001,0.00023,0.03620,0.00030,0.00003,0.00016,0.00030
211,0.00002,0.00000,0.00002,0.00010,0.00000,0.00509,0.00001,0.00000,0.00004,0.00026,0.00000,0.00003,0.04886,0.93430,0.00001,0.00006,0.00000,0.00000,0.00000,0.00000,0.00015,0.00168,0.00000,0.00005,0.00000,0.00061,0.00000,0.00013,0.00025,0.00001,0.00000,0.00002,0.00000,0.00096,0.00001,0.00000,0.00011,0.00001,0.00000,0.00003,0.00005,0.00000,0.00000,0.00003,0.00115,0.00579,0.00002,0.00004,0.00007,0.00003
212,0.00003,0.00057,0.00012,0.00102,0.00009,0.00506,0.00159,0.00001,0.00021,0.00029,0.00001,0.00022,0.06354,0.81912,0.00042,0.00016,0.00018,0.00000,0.00028,0.00010,0.00042,0.04482,0.00000,0.00205,0.00004,0.01986,0.00016,0.00260,0.00252,0.00008,0.00003,0.00001,0.00028,0.00030,0.00008,0.00002,0.00328,0.00005,0.00000,0.00109,0.00017,0.00006,0.00019,0.00019,0.00181,0.00144,0.00056,0.00051,0.02431,0.00006
213,0.00027,0.01189,0.00082,0.08181,0.00001,0.00090,0.00002,0.00004,0.00034,0.09925,0.02918,0.00009,0.00099,0.00647,0.00766,0.00001,0.00001,0.00002,0.00257,0.00001,0.00001,0.00006,0.00000,0.00000,0.00016,0.00070,0.00000,0.02158,0.00002,0.00000,0.00000,0.09910,0.00001,0.06827,0.00003,0.00047,0.00004,0.10282,0.00006,0.00055,0.00265,0.00004,0.00000,0.00014,0.00252,0.23000,0.00082,0.00181,0.00023,0.22554
214,0.00001,0.00008,0.00002,0.00423,0.00000,0.00156,0.00000,0.00000,0.00001,0.00156,0.00001,0.00000,0.01892,0.78091,0.00007,0.00001,0.00000,0.00000,0.00002,0.00000,0.00001,0.00047,0.00000,0.00000,0.00000,0.00206,0.00000,0.00804,0.00001,0.00000,0.00000,0.00009,0.00000,0.00624,0.00000,0.00000,0.00001,0.00033,0.00000,0.00019,0.00022,0.00000,0.00000,0.00000,0.00048,0.17124,0.00006,0.00002,0.00003,0.00309
